Time (s),Current (A),Voltage (V),Temperature (K)
17.089917,2.000000e-01,0.000000389,0.000
17.259515,2.000000e-01,0.000000389,0.000
17.442456,2.000000e-01,0.000000390,0.000
17.612634,2.000000e-01,0.000000390,0.000
17.782726,2.000000e-01,0.000000392,0.000
17.952041,2.000000e-01,0.000000392,0.000
18.122760,2.000000e-01,0.000000392,0.000
18.292533,2.000000e-01,0.000000392,0.000
18.461868,2.000000e-01,0.000000392,0.000
18.733889,2.000000e-01,0.000000392,0.000
18.925344,2.000000e-01,0.000000392,0.000
19.094368,2.000000e-01,0.000000395,0.000
19.265736,2.000000e-01,0.000000395,0.000
19.448158,2.000000e-01,0.000000396,0.000
19.618047,2.000000e-01,0.000000396,0.000
19.789800,2.000000e-01,0.000000396,0.000
19.958306,2.000000e-01,0.000000395,0.000
20.128062,2.000000e-01,0.000000395,0.000
20.373158,2.000000e-01,0.000000398,0.000
20.539453,2.000000e-01,0.000000398,0.000
20.710748,2.000000e-01,0.000000401,0.000
20.900552,2.000000e-01,0.000000401,0.000
21.071865,2.000000e-01,0.000000401,0.000
21.241668,2.000000e-01,0.000000401,0.000
21.424742,2.000000e-01,0.000000401,0.000
21.594888,2.000000e-01,0.000000401,0.000
21.766058,2.000000e-01,0.000000401,0.000
21.956549,2.000000e-01,0.000000401,0.000
22.126295,2.000000e-01,0.000000401,0.000
22.296540,2.000000e-01,0.000000401,0.000
22.466679,2.000000e-01,0.000000401,0.000
22.641021,2.000000e-01,0.000000401,0.000
22.813062,2.000000e-01,0.000000401,0.000
22.982424,2.000000e-01,0.000000400,0.000
23.151889,2.000000e-01,0.000000400,0.000
24.967594,3.000000e-01,0.000000380,0.000
25.138108,3.000000e-01,0.000000380,0.000
25.308279,3.000000e-01,0.000000382,0.000
25.476978,3.000000e-01,0.000000382,0.000
25.647953,3.000000e-01,0.000000384,0.000
25.817941,3.000000e-01,0.000000384,0.000
25.986961,3.000000e-01,0.000000384,0.000
26.157617,3.000000e-01,0.000000385,0.000
26.327675,3.000000e-01,0.000000385,0.000
26.496487,3.000000e-01,0.000000388,0.000
26.754806,3.000000e-01,0.000000388,0.000
26.937898,3.000000e-01,0.000000391,0.000
27.107852,3.000000e-01,0.000000391,0.000
27.277739,3.000000e-01,0.000000391,0.000
27.447076,3.000000e-01,0.000000394,0.000
27.617107,3.000000e-01,0.000000394,0.000
27.788987,3.000000e-01,0.000000395,0.000
27.956433,3.000000e-01,0.000000395,0.000
28.126169,3.000000e-01,0.000000395,0.000
28.368343,3.000000e-01,0.000000398,0.000
28.538249,3.000000e-01,0.000000398,0.000
28.709601,3.000000e-01,0.000000398,0.000
28.892381,3.000000e-01,0.000000398,0.000
29.061775,3.000000e-01,0.000000400,0.000
29.307725,3.000000e-01,0.000000400,0.000
29.473884,3.000000e-01,0.000000401,0.000
29.646427,3.000000e-01,0.000000401,0.000
29.813864,3.000000e-01,0.000000401,0.000
29.991524,3.000000e-01,0.000000401,0.000
30.160542,3.000000e-01,0.000000401,0.000
30.330920,3.000000e-01,0.000000401,0.000
30.507949,3.000000e-01,0.000000401,0.000
30.677842,3.000000e-01,0.000000401,0.000
30.847606,3.000000e-01,0.000000402,0.000
31.116062,3.000000e-01,0.000000402,0.000
31.289405,3.000000e-01,0.000000403,0.000
31.458606,3.000000e-01,0.000000403,0.000
31.628517,3.000000e-01,0.000000402,0.000
31.800843,3.000000e-01,0.000000402,0.000
31.978327,3.000000e-01,0.000000402,0.000
32.152258,3.000000e-01,0.000000403,0.000
32.322953,3.000000e-01,0.000000403,0.000
32.491327,3.000000e-01,0.000000405,0.000
32.662274,3.000000e-01,0.000000405,0.000
32.832045,3.000000e-01,0.000000405,0.000
33.000302,3.000000e-01,0.000000406,0.000
33.170708,3.000000e-01,0.000000406,0.000
33.341398,3.000000e-01,0.000000405,0.000
33.511251,3.000000e-01,0.000000405,0.000
33.683372,3.000000e-01,0.000000405,0.000
33.850501,3.000000e-01,0.000000406,0.000
34.018936,3.000000e-01,0.000000406,0.000
34.189561,3.000000e-01,0.000000405,0.000
34.366580,3.000000e-01,0.000000405,0.000
34.536250,3.000000e-01,0.000000405,0.000
34.706722,3.000000e-01,0.000000406,0.000
34.890065,3.000000e-01,0.000000406,0.000
36.638475,4.000000e-01,0.000000390,0.000
36.811613,4.000000e-01,0.000000390,0.000
36.984095,4.000000e-01,0.000000391,0.000
37.151713,4.000000e-01,0.000000391,0.000
37.321430,4.000000e-01,0.000000393,0.000
37.490352,4.000000e-01,0.000000393,0.000
37.661030,4.000000e-01,0.000000393,0.000
37.830701,4.000000e-01,0.000000394,0.000
38.001325,4.000000e-01,0.000000394,0.000
38.170813,4.000000e-01,0.000000396,0.000
38.339825,4.000000e-01,0.000000396,0.000
38.509192,4.000000e-01,0.000000396,0.000
38.679301,4.000000e-01,0.000000395,0.000
38.849583,4.000000e-01,0.000000395,0.000
39.024030,4.000000e-01,0.000000400,0.000
39.195624,4.000000e-01,0.000000400,0.000
39.369333,4.000000e-01,0.000000400,0.000
39.541975,4.000000e-01,0.000000399,0.000
39.713085,4.000000e-01,0.000000399,0.000
39.898237,4.000000e-01,0.000000401,0.000
40.067255,4.000000e-01,0.000000401,0.000
40.237136,4.000000e-01,0.000000401,0.000
40.419789,4.000000e-01,0.000000400,0.000
40.590648,4.000000e-01,0.000000400,0.000
40.761145,4.000000e-01,0.000000399,0.000
40.936728,4.000000e-01,0.000000399,0.000
41.106900,4.000000e-01,0.000000399,0.000
41.276590,4.000000e-01,0.000000400,0.000
41.445871,4.000000e-01,0.000000400,0.000
41.616210,4.000000e-01,0.000000398,0.000
41.787010,4.000000e-01,0.000000398,0.000
42.053132,4.000000e-01,0.000000398,0.000
42.219840,4.000000e-01,0.000000398,0.000
42.403128,4.000000e-01,0.000000398,0.000
42.574657,4.000000e-01,0.000000396,0.000
42.744745,4.000000e-01,0.000000396,0.000
43.021099,4.000000e-01,0.000000396,0.000
43.192210,4.000000e-01,0.000000396,0.000
43.362958,4.000000e-01,0.000000393,0.000
43.621920,4.000000e-01,0.000000393,0.000
43.789244,4.000000e-01,0.000000393,0.000
44.029347,4.000000e-01,0.000000393,0.000
44.200810,4.000000e-01,0.000000394,0.000
44.384261,4.000000e-01,0.000000394,0.000
44.554883,4.000000e-01,0.000000394,0.000
44.724660,4.000000e-01,0.000000394,0.000
44.908499,4.000000e-01,0.000000394,0.000
45.079714,4.000000e-01,0.000000394,0.000
45.248879,4.000000e-01,0.000000394,0.000
45.432784,4.000000e-01,0.000000392,0.000
45.609373,4.000000e-01,0.000000392,0.000
45.878044,4.000000e-01,0.000000394,0.000
46.052724,4.000000e-01,0.000000394,0.000
46.221108,4.000000e-01,0.000000394,0.000
46.405039,4.000000e-01,0.000000393,0.000
46.574979,4.000000e-01,0.000000393,0.000
48.324734,5.000000e-01,0.000000398,0.000
48.495431,5.000000e-01,0.000000398,0.000
48.666877,5.000000e-01,0.000000392,0.000
48.836339,5.000000e-01,0.000000392,0.000
49.106733,5.000000e-01,0.000000390,0.000
49.276423,5.000000e-01,0.000000390,0.000
49.445665,5.000000e-01,0.000000389,0.000
49.617220,5.000000e-01,0.000000389,0.000
49.786676,5.000000e-01,0.000000389,0.000
49.955087,5.000000e-01,0.000000389,0.000
50.218737,5.000000e-01,0.000000389,0.000
50.403645,5.000000e-01,0.000000388,0.000
50.574374,5.000000e-01,0.000000388,0.000
50.743898,5.000000e-01,0.000000385,0.000
50.928054,5.000000e-01,0.000000385,0.000
51.097432,5.000000e-01,0.000000385,0.000
51.275274,5.000000e-01,0.000000384,0.000
51.444810,5.000000e-01,0.000000384,0.000
51.615030,5.000000e-01,0.000000380,0.000
51.784256,5.000000e-01,0.000000380,0.000
51.953830,5.000000e-01,0.000000380,0.000
52.134193,5.000000e-01,0.000000379,0.000
52.301095,5.000000e-01,0.000000379,0.000
52.470242,5.000000e-01,0.000000379,0.000
52.640696,5.000000e-01,0.000000379,0.000
52.810907,5.000000e-01,0.000000379,0.000
52.986807,5.000000e-01,0.000000382,0.000
53.157363,5.000000e-01,0.000000382,0.000
53.327386,5.000000e-01,0.000000379,0.000
53.495845,5.000000e-01,0.000000379,0.000
53.666614,5.000000e-01,0.000000379,0.000
53.837317,5.000000e-01,0.000000380,0.000
54.005567,5.000000e-01,0.000000380,0.000
54.176136,5.000000e-01,0.000000378,0.000
54.346804,5.000000e-01,0.000000378,0.000
54.516336,5.000000e-01,0.000000378,0.000
54.685715,5.000000e-01,0.000000376,0.000
54.855703,5.000000e-01,0.000000376,0.000
55.025280,5.000000e-01,0.000000379,0.000
55.194951,5.000000e-01,0.000000379,0.000
55.378248,5.000000e-01,0.000000379,0.000
55.556584,5.000000e-01,0.000000376,0.000
55.726606,5.000000e-01,0.000000376,0.000
55.909156,5.000000e-01,0.000000377,0.000
56.079850,5.000000e-01,0.000000377,0.000
56.249934,5.000000e-01,0.000000378,0.000
56.433522,5.000000e-01,0.000000378,0.000
56.603854,5.000000e-01,0.000000378,0.000
56.774610,5.000000e-01,0.000000377,0.000
56.943103,5.000000e-01,0.000000377,0.000
57.113272,5.000000e-01,0.000000380,0.000
57.283066,5.000000e-01,0.000000380,0.000
57.452140,5.000000e-01,0.000000380,0.000
57.622147,5.000000e-01,0.000000381,0.000
57.793284,5.000000e-01,0.000000381,0.000
57.962104,5.000000e-01,0.000000379,0.000
58.132183,5.000000e-01,0.000000379,0.000
58.303077,5.000000e-01,0.000000379,0.000
60.049170,6.000000e-01,0.000000397,0.000
60.222706,6.000000e-01,0.000000397,0.000
60.406053,6.000000e-01,0.000000395,0.000
60.576530,6.000000e-01,0.000000395,0.000
60.846838,6.000000e-01,0.000000393,0.000
61.017413,6.000000e-01,0.000000393,0.000
61.187508,6.000000e-01,0.000000392,0.000
61.371673,6.000000e-01,0.000000392,0.000
61.545426,6.000000e-01,0.000000392,0.000
61.727017,6.000000e-01,0.000000390,0.000
61.909109,6.000000e-01,0.000000390,0.000
62.080490,6.000000e-01,0.000000390,0.000
62.250169,6.000000e-01,0.000000390,0.000
62.426513,6.000000e-01,0.000000386,0.000
62.596059,6.000000e-01,0.000000386,0.000
62.767396,6.000000e-01,0.000000386,0.000
62.935595,6.000000e-01,0.000000384,0.000
63.106300,6.000000e-01,0.000000384,0.000
63.279337,6.000000e-01,0.000000383,0.000
63.453037,6.000000e-01,0.000000383,0.000
63.622708,6.000000e-01,0.000000383,0.000
63.793146,6.000000e-01,0.000000384,0.000
63.961974,6.000000e-01,0.000000384,0.000
64.134981,6.000000e-01,0.000000385,0.000
64.302060,6.000000e-01,0.000000385,0.000
64.470657,6.000000e-01,0.000000385,0.000
64.642120,6.000000e-01,0.000000385,0.000
64.811940,6.000000e-01,0.000000385,0.000
64.981275,6.000000e-01,0.000000386,0.000
65.165029,6.000000e-01,0.000000386,0.000
65.335631,6.000000e-01,0.000000386,0.000
65.504648,6.000000e-01,0.000000386,0.000
65.676117,6.000000e-01,0.000000386,0.000
65.929966,6.000000e-01,0.000000385,0.000
66.101277,6.000000e-01,0.000000385,0.000
66.272055,6.000000e-01,0.000000381,0.000
66.448585,6.000000e-01,0.000000381,0.000
66.617402,6.000000e-01,0.000000381,0.000
66.791194,6.000000e-01,0.000000384,0.000
67.043685,6.000000e-01,0.000000384,0.000
67.214996,6.000000e-01,0.000000385,0.000
67.398278,6.000000e-01,0.000000385,0.000
67.567903,6.000000e-01,0.000000386,0.000
67.738402,6.000000e-01,0.000000386,0.000
67.921857,6.000000e-01,0.000000386,0.000
68.093972,6.000000e-01,0.000000386,0.000
68.360000,6.000000e-01,0.000000386,0.000
68.533051,6.000000e-01,0.000000385,0.000
68.703355,6.000000e-01,0.000000385,0.000
68.887314,6.000000e-01,0.000000384,0.000
69.057169,6.000000e-01,0.000000384,0.000
69.227494,6.000000e-01,0.000000384,0.000
69.411011,6.000000e-01,0.000000383,0.000
69.581531,6.000000e-01,0.000000383,0.000
69.751250,6.000000e-01,0.000000384,0.000
69.920624,6.000000e-01,0.000000384,0.000
71.669192,7.000000e-01,0.000000378,0.000
71.948803,7.000000e-01,0.000000378,0.000
72.224608,7.000000e-01,0.000000378,0.000
72.405614,7.000000e-01,0.000000382,0.000
72.576886,7.000000e-01,0.000000382,0.000
72.745574,7.000000e-01,0.000000383,0.000
72.921878,7.000000e-01,0.000000383,0.000
73.092479,7.000000e-01,0.000000383,0.000
73.266097,7.000000e-01,0.000000385,0.000
73.439205,7.000000e-01,0.000000385,0.000
73.608985,7.000000e-01,0.000000388,0.000
73.779403,7.000000e-01,0.000000388,0.000
73.949383,7.000000e-01,0.000000388,0.000
74.117807,7.000000e-01,0.000000390,0.000
74.288852,7.000000e-01,0.000000390,0.000
74.457427,7.000000e-01,0.000000392,0.000
74.726952,7.000000e-01,0.000000392,0.000
74.913303,7.000000e-01,0.000000394,0.000
75.087794,7.000000e-01,0.000000394,0.000
75.261014,7.000000e-01,0.000000394,0.000
75.429914,7.000000e-01,0.000000397,0.000
75.600191,7.000000e-01,0.000000397,0.000
75.770305,7.000000e-01,0.000000396,0.000
75.939194,7.000000e-01,0.000000396,0.000
76.111459,7.000000e-01,0.000000396,0.000
76.279875,7.000000e-01,0.000000396,0.000
76.449110,7.000000e-01,0.000000396,0.000
76.618776,7.000000e-01,0.000000394,0.000
76.789468,7.000000e-01,0.000000394,0.000
76.958166,7.000000e-01,0.000000394,0.000
77.127874,7.000000e-01,0.000000396,0.000
77.298906,7.000000e-01,0.000000396,0.000
77.467817,7.000000e-01,0.000000393,0.000
77.637384,7.000000e-01,0.000000393,0.000
77.807978,7.000000e-01,0.000000393,0.000
77.976975,7.000000e-01,0.000000393,0.000
78.148274,7.000000e-01,0.000000393,0.000
78.317125,7.000000e-01,0.000000393,0.000
78.487190,7.000000e-01,0.000000393,0.000
78.656128,7.000000e-01,0.000000393,0.000
78.926399,7.000000e-01,0.000000391,0.000
79.099899,7.000000e-01,0.000000391,0.000
79.267026,7.000000e-01,0.000000392,0.000
79.436607,7.000000e-01,0.000000392,0.000
79.606954,7.000000e-01,0.000000390,0.000
79.778209,7.000000e-01,0.000000390,0.000
79.946263,7.000000e-01,0.000000390,0.000
80.118921,7.000000e-01,0.000000390,0.000
80.285823,7.000000e-01,0.000000390,0.000
80.455908,7.000000e-01,0.000000391,0.000
80.632466,7.000000e-01,0.000000391,0.000
80.803666,7.000000e-01,0.000000391,0.000
80.972367,7.000000e-01,0.000000391,0.000
81.142409,7.000000e-01,0.000000391,0.000
81.315092,7.000000e-01,0.000000389,0.000
81.489826,7.000000e-01,0.000000389,0.000
81.658948,7.000000e-01,0.000000389,0.000
83.407895,8.000000e-01,0.000000367,0.000
83.579660,8.000000e-01,0.000000367,0.000
83.750755,8.000000e-01,0.000000370,0.000
83.919083,8.000000e-01,0.000000370,0.000
84.089540,8.000000e-01,0.000000371,0.000
84.259588,8.000000e-01,0.000000371,0.000
84.428596,8.000000e-01,0.000000371,0.000
84.693919,8.000000e-01,0.000000372,0.000
84.876800,8.000000e-01,0.000000372,0.000
85.047296,8.000000e-01,0.000000377,0.000
85.220475,8.000000e-01,0.000000377,0.000
85.399947,8.000000e-01,0.000000382,0.000
85.571161,8.000000e-01,0.000000382,0.000
85.741127,8.000000e-01,0.000000382,0.000
85.917625,8.000000e-01,0.000000384,0.000
86.087468,8.000000e-01,0.000000384,0.000
86.344047,8.000000e-01,0.000000387,0.000
86.513707,8.000000e-01,0.000000387,0.000
86.684643,8.000000e-01,0.000000390,0.000
86.867581,8.000000e-01,0.000000390,0.000
87.037624,8.000000e-01,0.000000390,0.000
87.208166,8.000000e-01,0.000000390,0.000
87.390925,8.000000e-01,0.000000390,0.000
87.562470,8.000000e-01,0.000000389,0.000
87.733608,8.000000e-01,0.000000389,0.000
87.915431,8.000000e-01,0.000000389,0.000
88.092671,8.000000e-01,0.000000389,0.000
88.263900,8.000000e-01,0.000000389,0.000
88.433485,8.000000e-01,0.000000389,0.000
88.602758,8.000000e-01,0.000000389,0.000
88.773288,8.000000e-01,0.000000391,0.000
88.948968,8.000000e-01,0.000000391,0.000
89.118736,8.000000e-01,0.000000391,0.000
89.289917,8.000000e-01,0.000000388,0.000
89.458048,8.000000e-01,0.000000388,0.000
89.628705,8.000000e-01,0.000000386,0.000
89.806088,8.000000e-01,0.000000386,0.000
89.975210,8.000000e-01,0.000000386,0.000
90.144982,8.000000e-01,0.000000388,0.000
90.390275,8.000000e-01,0.000000388,0.000
90.557156,8.000000e-01,0.000000386,0.000
90.820330,8.000000e-01,0.000000386,0.000
90.990663,8.000000e-01,0.000000386,0.000
91.161411,8.000000e-01,0.000000386,0.000
91.333535,8.000000e-01,0.000000388,0.000
91.514767,8.000000e-01,0.000000388,0.000
91.685187,8.000000e-01,0.000000388,0.000
91.868629,8.000000e-01,0.000000390,0.000
92.038989,8.000000e-01,0.000000390,0.000
92.209029,8.000000e-01,0.000000389,0.000
92.392396,8.000000e-01,0.000000389,0.000
92.562437,8.000000e-01,0.000000389,0.000
92.732770,8.000000e-01,0.000000389,0.000
92.908673,8.000000e-01,0.000000389,0.000
93.079401,8.000000e-01,0.000000390,0.000
93.249557,8.000000e-01,0.000000390,0.000
94.995943,9.000000e-01,0.000000384,0.000
95.277985,9.000000e-01,0.000000382,0.000
95.548226,9.000000e-01,0.000000382,0.000
95.723221,9.000000e-01,0.000000381,0.000
95.904074,9.000000e-01,0.000000381,0.000
96.073546,9.000000e-01,0.000000381,0.000
96.335172,9.000000e-01,0.000000381,0.000
96.507193,9.000000e-01,0.000000382,0.000
96.677727,9.000000e-01,0.000000382,0.000
96.862239,9.000000e-01,0.000000382,0.000
97.031558,9.000000e-01,0.000000384,0.000
97.202262,9.000000e-01,0.000000384,0.000
97.385340,9.000000e-01,0.000000386,0.000
97.555914,9.000000e-01,0.000000386,0.000
97.726256,9.000000e-01,0.000000386,0.000
97.909927,9.000000e-01,0.000000386,0.000
98.079918,9.000000e-01,0.000000386,0.000
98.250094,9.000000e-01,0.000000390,0.000
98.418852,9.000000e-01,0.000000390,0.000
98.588858,9.000000e-01,0.000000390,0.000
98.759134,9.000000e-01,0.000000391,0.000
98.928609,9.000000e-01,0.000000391,0.000
99.099427,9.000000e-01,0.000000394,0.000
99.268362,9.000000e-01,0.000000394,0.000
99.437666,9.000000e-01,0.000000394,0.000
99.607417,9.000000e-01,0.000000398,0.000
99.777416,9.000000e-01,0.000000398,0.000
99.948060,9.000000e-01,0.000000401,0.000
100.117115,9.000000e-01,0.000000401,0.000
100.289155,9.000000e-01,0.000000401,0.000
100.456025,9.000000e-01,0.000000403,0.000
100.628397,9.000000e-01,0.000000403,0.000
100.797193,9.000000e-01,0.000000404,0.000
100.965749,9.000000e-01,0.000000404,0.000
101.136686,9.000000e-01,0.000000404,0.000
101.306391,9.000000e-01,0.000000404,0.000
101.475022,9.000000e-01,0.000000404,0.000
101.645648,9.000000e-01,0.000000402,0.000
101.927940,9.000000e-01,0.000000402,0.000
102.197021,9.000000e-01,0.000000401,0.000
102.379389,9.000000e-01,0.000000401,0.000
102.556495,9.000000e-01,0.000000398,0.000
102.726948,9.000000e-01,0.000000398,0.000
102.902714,9.000000e-01,0.000000398,0.000
103.077242,9.000000e-01,0.000000399,0.000
103.250984,9.000000e-01,0.000000399,0.000
103.419281,9.000000e-01,0.000000401,0.000
103.589368,9.000000e-01,0.000000401,0.000
103.760424,9.000000e-01,0.000000401,0.000
103.928794,9.000000e-01,0.000000401,0.000
104.099640,9.000000e-01,0.000000401,0.000
104.268964,9.000000e-01,0.000000401,0.000
104.515480,9.000000e-01,0.000000401,0.000
104.689017,9.000000e-01,0.000000402,0.000
104.871620,9.000000e-01,0.000000402,0.000
106.619686,1.000000e+00,0.000000466,0.000
106.787801,1.000000e+00,0.000000466,0.000
106.955772,1.000000e+00,0.000000465,0.000
107.126836,1.000000e+00,0.000000465,0.000
107.295879,1.000000e+00,0.000000464,0.000
107.466062,1.000000e+00,0.000000464,0.000
107.635747,1.000000e+00,0.000000464,0.000
107.805868,1.000000e+00,0.000000464,0.000
107.975718,1.000000e+00,0.000000464,0.000
108.144692,1.000000e+00,0.000000464,0.000
108.320041,1.000000e+00,0.000000464,0.000
108.491931,1.000000e+00,0.000000464,0.000
108.661906,1.000000e+00,0.000000464,0.000
108.844437,1.000000e+00,0.000000464,0.000
109.017168,1.000000e+00,0.000000464,0.000
109.185607,1.000000e+00,0.000000464,0.000
109.370194,1.000000e+00,0.000000464,0.000
109.539368,1.000000e+00,0.000000469,0.000
109.708854,1.000000e+00,0.000000469,0.000
109.892748,1.000000e+00,0.000000467,0.000
110.063679,1.000000e+00,0.000000467,0.000
110.233181,1.000000e+00,0.000000467,0.000
110.402412,1.000000e+00,0.000000468,0.000
110.572317,1.000000e+00,0.000000468,0.000
110.742360,1.000000e+00,0.000000470,0.000
110.911330,1.000000e+00,0.000000470,0.000
111.084887,1.000000e+00,0.000000470,0.000
111.259139,1.000000e+00,0.000000470,0.000
111.428626,1.000000e+00,0.000000470,0.000
111.599475,1.000000e+00,0.000000469,0.000
111.769020,1.000000e+00,0.000000469,0.000
111.937691,1.000000e+00,0.000000469,0.000
112.108071,1.000000e+00,0.000000469,0.000
112.277896,1.000000e+00,0.000000469,0.000
112.521492,1.000000e+00,0.000000466,0.000
112.690177,1.000000e+00,0.000000466,0.000
112.873829,1.000000e+00,0.000000464,0.000
113.044251,1.000000e+00,0.000000464,0.000
113.213554,1.000000e+00,0.000000464,0.000
113.396977,1.000000e+00,0.000000460,0.000
113.567265,1.000000e+00,0.000000460,0.000
113.737770,1.000000e+00,0.000000453,0.000
113.907081,1.000000e+00,0.000000453,0.000
114.078559,1.000000e+00,0.000000453,0.000
114.356864,1.000000e+00,0.000000453,0.000
114.525484,1.000000e+00,0.000000453,0.000
114.702696,1.000000e+00,0.000000452,0.000
114.886256,1.000000e+00,0.000000452,0.000
115.057190,1.000000e+00,0.000000452,0.000
115.226913,1.000000e+00,0.000000452,0.000
115.474755,1.000000e+00,0.000000453,0.000
115.741870,1.000000e+00,0.000000453,0.000
115.909689,1.000000e+00,0.000000454,0.000
116.079760,1.000000e+00,0.000000454,0.000
116.253872,1.000000e+00,0.000000453,0.000
116.426137,1.000000e+00,0.000000453,0.000
116.595939,1.000000e+00,0.000000453,0.000
118.344746,1.100000e+00,0.000000758,0.000
118.519320,1.100000e+00,0.000000758,0.000
118.687268,1.100000e+00,0.000000748,0.000
118.871207,1.100000e+00,0.000000748,0.000
119.040493,1.100000e+00,0.000000741,0.000
119.211033,1.100000e+00,0.000000741,0.000
119.514178,1.100000e+00,0.000000733,0.000
119.688387,1.100000e+00,0.000000733,0.000
119.872407,1.100000e+00,0.000000725,0.000
120.042309,1.100000e+00,0.000000725,0.000
120.212197,1.100000e+00,0.000000725,0.000
120.395183,1.100000e+00,0.000000717,0.000
120.565980,1.100000e+00,0.000000717,0.000
120.736382,1.100000e+00,0.000000709,0.000
121.005322,1.100000e+00,0.000000709,0.000
121.177232,1.100000e+00,0.000000700,0.000
121.361448,1.100000e+00,0.000000700,0.000
121.608414,1.100000e+00,0.000000690,0.000
121.781236,1.100000e+00,0.000000690,0.000
121.950505,1.100000e+00,0.000000690,0.000
122.120878,1.100000e+00,0.000000691,0.000
122.291813,1.100000e+00,0.000000691,0.000
122.459738,1.100000e+00,0.000000694,0.000
122.631619,1.100000e+00,0.000000694,0.000
122.800390,1.100000e+00,0.000000694,0.000
122.969005,1.100000e+00,0.000000693,0.000
123.139381,1.100000e+00,0.000000693,0.000
123.309554,1.100000e+00,0.000000689,0.000
123.479572,1.100000e+00,0.000000689,0.000
123.648376,1.100000e+00,0.000000689,0.000
123.819877,1.100000e+00,0.000000685,0.000
123.987863,1.100000e+00,0.000000685,0.000
124.157592,1.100000e+00,0.000000682,0.000
124.345941,1.100000e+00,0.000000682,0.000
124.518734,1.100000e+00,0.000000682,0.000
124.689256,1.100000e+00,0.000000679,0.000
124.873365,1.100000e+00,0.000000679,0.000
125.042741,1.100000e+00,0.000000676,0.000
125.212626,1.100000e+00,0.000000676,0.000
125.389372,1.100000e+00,0.000000676,0.000
125.559201,1.100000e+00,0.000000675,0.000
125.731658,1.100000e+00,0.000000675,0.000
